Question ID,Question Text,Category,Tag,N Responses,Avg Agreement (All),Median Agreement (All),Proportion Positive Sentiment,Proportion Negative Sentiment,All (Frequency),Do you feel like you understand yourself better after participating in this conversation?: -- (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Maybe a little (Frequency),Do you feel like you understand yourself better after participating in this conversation?: No (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Yes (Frequency),"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): -- (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Mostly – I was able to mostly express my views on these topics, but did not have the chance to express a few things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): No – I was unable to express my views on these topics, and did not have the chance to express most things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Somewhat – I was able to somewhat express my views on these topics, but did not have the chance to express many things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Yes – I was able to fully express my views on these topics (Frequency)",How old are you?: 18-25 (Frequency),How old are you?: 26-35 (Frequency),How old are you?: 36-45 (Frequency),How old are you?: 46-55 (Frequency),How old are you?: 56-65 (Frequency),How old are you?: 65+ (Frequency),"Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: Equally concerned and excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More concerned than excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More excited than concerned (Frequency)",Please select your preferred language:: Arabic (Frequency),Please select your preferred language:: Chinese (China) (Frequency),Please select your preferred language:: English (Frequency),Please select your preferred language:: French (Frequency),Please select your preferred language:: Hindi (Frequency),Please select your preferred language:: Portuguese (Brazil) (Frequency),Please select your preferred language:: Russian (Frequency),Please select your preferred language:: Spanish (Frequency),What best describes where you live?: Rural (Frequency),What best describes where you live?: Suburban (Frequency),What best describes where you live?: Urban (Frequency),What is your gender?: Female (Frequency),What is your gender?: Male (Frequency),What is your gender?: Non-binary (Frequency),What is your gender?: Other / prefer not to say (Frequency),What religious group or faith do you most identify with?: Buddhism (Frequency),What religious group or faith do you most identify with?: Christianity (Frequency),What religious group or faith do you most identify with?: Hinduism (Frequency),What religious group or faith do you most identify with?: I do not identify with any religious group or faith (Frequency),What religious group or faith do you most identify with?: Islam (Frequency),What religious group or faith do you most identify with?: Judaism (Frequency),What religious group or faith do you most identify with?: Other religious group (Frequency),What religious group or faith do you most identify with?: Sikhism (Frequency)
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",Social and Cultural Understanding,Cultural and local context understanding,5,0.5320,0.5400,0.0000,0.0000,5,0,2,1,2,0,1,0,1,3,1,2,1,1,0,0,2,0,3,0,0,4,0,0,1,0,0,0,2,3,1,4,0,0,0,3,0,2,0,0,0,0
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",Social and Cultural Understanding,Social media and marketing,8,0.5413,0.5400,0.3750,0.0000,8,0,2,2,4,0,5,0,0,3,1,4,1,1,1,0,1,1,6,0,0,7,0,0,1,0,0,0,3,5,4,4,0,0,1,3,2,1,0,0,1,0
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",Technical and Problem Solving Support,Data analysis and interpretation,13,0.5446,0.5400,0.1538,0.0000,13,0,4,1,8,0,5,0,0,8,2,7,3,1,0,0,4,1,8,0,0,11,0,0,0,2,0,0,3,10,4,9,0,0,0,3,2,5,3,0,0,0
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",Technical and Problem Solving Support,Problem-solving and decision-making,31,0.5429,0.5400,0.0968,0.0323,31,2,10,3,16,2,9,0,1,19,11,14,5,1,0,0,15,4,12,0,5,17,0,0,1,3,5,1,5,25,12,19,0,0,0,9,6,11,5,0,0,0
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",Technical and Problem Solving Support,Programming and coding support,31,0.5416,0.5400,0.1613,0.0000,31,3,13,4,11,3,14,0,2,12,10,14,4,3,0,0,14,4,13,0,3,21,0,0,3,3,1,1,5,25,15,16,0,0,1,6,1,17,2,2,2,0
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",Technical and Problem Solving Support,Technical support and troubleshooting,1,0.5400,0.5400,0.0000,0.0000,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",Uncategorized,Other,59,0.5375,0.5400,0.2881,0.0508,59,6,17,7,29,6,18,0,1,34,13,27,9,9,0,1,26,13,20,1,3,45,2,0,0,5,3,4,18,37,29,30,0,0,2,26,8,11,5,5,1,1
4f0b5877-c935-4fde-b537-de2e0f2c5eaf,"Think about your goals:
Are you using AI mainly for learning, productivity, creativity, or something else? How well is it working?",Uncategorized,Uninformative answer,71,0.5313,0.5400,0.4085,0.1408,71,9,21,5,36,9,18,0,7,37,18,27,16,7,2,1,39,11,21,3,1,57,1,1,2,4,2,4,23,44,31,38,0,2,3,25,15,9,16,2,1,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Balancing modern and traditional practices,Balancing modern solutions with traditional practices,51,0.7312,0.7900,0.0196,0.0980,51,0,19,6,26,0,15,0,0,36,16,16,15,3,0,1,28,3,20,0,3,41,0,0,0,3,4,3,13,35,29,21,1,0,0,21,8,13,6,2,1,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Community involvement and trust-building,Community involvement and trust-building,19,0.8116,0.8200,0.2632,0.0000,19,1,5,2,11,1,5,0,1,12,7,8,0,2,2,0,11,2,6,0,1,16,0,1,1,0,0,1,4,14,9,10,0,0,0,6,6,5,1,0,1,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Contextual understanding and relevance,Importance of cultural context in decision-making,30,0.7927,0.8100,0.3000,0.0000,30,0,7,6,17,0,8,0,1,21,6,16,3,3,2,0,14,5,11,0,0,17,0,1,5,1,6,3,4,23,18,12,0,0,1,11,4,6,7,0,1,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Contextual understanding and relevance,Role of traditional knowledge in conflict resolution,8,0.7512,0.8000,0.1250,0.0000,8,0,2,0,6,0,0,0,0,8,5,2,1,0,0,0,4,1,3,1,0,6,0,0,1,0,0,1,3,4,6,2,0,0,0,5,1,0,2,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Contextual understanding and relevance,Role of traditional knowledge in enhancing AI's contextual understanding,7,0.8271,0.8300,0.5714,0.0000,7,0,2,0,5,0,3,0,1,3,2,3,0,2,0,0,6,0,1,0,0,5,0,0,0,1,1,0,3,4,2,5,0,0,0,3,0,2,1,0,1,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Contextual understanding and relevance,Role of traditional knowledge in ensuring solution relevance,4,0.8200,0.8300,0.2500,0.0000,4,0,2,0,2,0,1,0,1,2,2,1,0,1,0,0,1,1,2,0,0,4,0,0,0,0,0,0,1,3,3,1,0,0,0,0,3,1,0,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Contextual understanding and relevance,Role of traditional knowledge in maintaining community harmony,4,0.7700,0.7800,0.0000,0.0000,4,0,1,0,3,0,1,0,0,3,1,2,0,0,1,0,1,0,3,0,1,3,0,0,0,0,0,0,1,3,3,1,0,0,1,1,0,1,1,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Contextual understanding and relevance,Role of traditional knowledge in providing context and guidance,134,0.7597,0.7900,0.1493,0.0299,134,7,40,7,80,7,40,0,4,83,37,61,22,11,3,0,68,14,52,2,13,94,1,1,2,2,19,8,31,95,69,64,1,0,1,51,17,37,23,2,3,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Contextual understanding and relevance,Role of traditional knowledge in providing historical context,20,0.7390,0.7700,0.0500,0.1000,20,0,7,1,12,0,6,0,0,14,5,11,2,2,0,0,13,0,7,0,1,17,0,0,0,0,2,1,5,14,11,9,0,0,1,7,5,5,1,0,1,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Contextual understanding and relevance,Tailoring AI solutions to local needs and realities,61,0.8089,0.8200,0.1475,0.0820,61,3,20,6,32,3,15,0,2,41,17,28,7,7,2,0,30,8,23,1,1,47,1,0,5,3,3,2,17,42,35,26,0,0,0,16,9,23,10,1,1,1
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Cultural sensitivity and appropriateness,AI's role in providing culturally sensitive advice,2,0.8200,0.8200,0.0000,0.5000,2,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Cultural sensitivity and appropriateness,AI's role in respecting and upholding cultural norms,4,0.6575,0.6950,0.0000,0.2500,4,0,2,0,2,0,0,0,0,4,2,0,1,1,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,4,2,2,0,0,0,0,3,0,1,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Cultural sensitivity and appropriateness,AI's role in understanding and respecting diverse cultures,14,0.8000,0.8150,0.0000,0.1429,14,4,4,1,5,4,3,0,1,6,3,7,3,0,1,0,8,1,5,0,0,13,0,0,0,0,1,0,6,8,10,4,0,0,1,2,4,2,4,0,1,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Cultural sensitivity and appropriateness,Avoiding cultural misinterpretations and biases,27,0.7578,0.7900,0.2222,0.1481,27,1,6,5,15,1,7,0,0,19,7,15,2,3,0,0,17,2,8,2,0,22,1,0,1,0,1,1,7,19,14,12,1,0,0,9,4,5,8,1,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Cultural sensitivity and appropriateness,Cultural knowledge as a guide for AI in sensitive topics,12,0.7958,0.8200,0.0833,0.0000,12,0,5,1,6,0,2,0,1,9,2,5,3,2,0,0,8,0,4,0,0,9,0,0,1,1,1,0,3,9,6,6,0,0,0,6,1,5,0,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Cultural sensitivity and appropriateness,Cultural sensitivity and appropriateness in AI recommendations,92,0.7943,0.8200,0.0870,0.1413,92,7,38,5,42,7,29,0,5,51,27,39,9,15,2,0,55,2,35,1,1,76,1,1,3,3,6,3,25,64,45,47,0,0,1,29,19,20,16,3,3,1
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Cultural sensitivity and appropriateness,"Respect for local customs, values, and beliefs",145,0.7894,0.8100,0.0690,0.1172,145,11,48,8,78,11,42,0,4,88,53,55,15,12,9,1,92,15,38,2,10,119,0,1,4,3,6,12,38,95,76,67,2,0,3,45,31,32,28,2,3,1
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Ethical considerations and alignment with community values,Ensuring AI solutions align with community identity and ethics,47,0.8151,0.8300,0.0426,0.0638,47,3,12,2,30,3,10,0,0,34,18,16,6,4,3,0,26,3,18,0,4,39,0,1,2,0,1,1,13,33,23,23,1,0,1,19,10,7,10,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Ethical considerations and alignment with community values,Ethical considerations in AI problem-solving,14,0.7564,0.8000,0.0714,0.0714,14,1,3,2,8,1,6,0,1,6,4,7,2,1,0,0,9,1,4,0,0,12,0,1,0,0,1,1,2,11,9,5,0,0,1,3,3,3,3,0,1,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Integration of traditional and cultural knowledge with AI,AI as a tool to support and enhance traditional knowledge,15,0.7700,0.8100,0.2000,0.0000,15,3,2,1,9,3,4,0,2,6,5,8,0,1,1,0,7,0,8,0,2,11,0,0,0,0,2,1,2,12,5,10,0,0,2,8,2,3,0,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Integration of traditional and cultural knowledge with AI,AI's role in integrating cultural insights for effective solutions,5,0.8180,0.8300,0.0000,0.0000,5,2,0,0,3,2,2,0,0,1,1,4,0,0,0,0,3,0,2,0,0,5,0,0,0,0,0,0,0,5,3,2,0,0,0,0,1,2,2,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Integration of traditional and cultural knowledge with AI,Integration of traditional and cultural knowledge with AI solutions,209,0.7863,0.8300,0.0766,0.0478,209,14,72,11,112,14,53,0,10,132,58,84,38,25,3,1,111,26,72,2,7,167,3,1,5,8,16,15,55,139,105,104,0,0,1,82,39,50,29,6,1,1
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Integration of traditional and cultural knowledge with AI,Role of traditional knowledge in supporting AI's problem-solving,6,0.7733,0.7950,0.3333,0.0000,6,1,1,0,4,1,0,0,0,5,5,0,1,0,0,0,1,0,5,1,1,3,0,1,0,0,0,0,2,4,2,4,0,0,0,2,2,1,1,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Preservation of cultural heritage and identity,Preservation of cultural heritage and wisdom,22,0.7832,0.8000,0.0909,0.0000,22,1,9,1,11,1,11,0,2,8,8,8,3,2,1,0,14,2,6,0,2,19,0,0,0,1,0,1,6,15,7,15,0,0,1,4,7,7,3,0,0,0
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Uncategorized,Other,234,0.6261,0.6750,0.1154,0.1667,234,13,87,19,115,13,65,1,11,144,66,112,42,11,1,2,123,22,89,5,19,170,4,0,10,6,20,23,61,150,108,121,3,2,6,89,22,63,44,5,4,1
4ff79b4a-e03a-440e-8367-fd1a48c58d56,What role should traditional or cultural knowledge play when an AI is helping solve problems in your community?,Uncategorized,Uninformative answer,198,0.4040,0.3600,0.0455,0.1515,198,7,77,20,94,7,59,0,14,118,63,81,33,19,2,0,105,27,66,6,15,153,2,1,5,9,7,15,60,123,101,91,2,4,8,66,19,56,30,9,8,2
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Conflict Avoidance,Avoiding confrontation,28,0.6250,0.7250,0.0000,0.2857,28,1,10,4,13,1,9,0,2,16,10,9,4,4,1,0,12,5,11,1,1,21,0,1,2,1,1,2,7,19,15,12,1,0,0,6,7,9,4,0,1,1
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Community discussion,33,0.6921,0.7800,0.0303,0.1212,33,0,11,1,21,0,9,0,0,24,9,15,8,1,0,0,16,2,15,1,1,27,0,0,0,0,4,2,10,21,17,15,1,0,2,8,5,7,10,1,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Constructive criticism,47,0.7789,0.8700,0.0851,0.1489,47,0,17,2,28,0,18,0,3,26,19,16,5,5,2,0,24,5,18,2,2,36,0,2,4,0,1,1,12,34,21,26,0,0,2,11,10,12,8,1,3,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Direct dialogue,202,0.6232,0.6900,0.0446,0.1733,202,3,72,25,102,3,45,0,12,142,57,87,34,16,7,1,114,24,64,3,17,154,2,0,2,8,16,19,62,121,113,87,1,1,2,87,19,54,25,5,8,2
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Engaging in debate,17,0.6941,0.7000,0.0588,0.1765,17,0,9,2,6,0,6,0,0,11,8,4,5,0,0,0,8,6,3,1,1,10,1,0,1,1,2,2,5,10,8,9,0,0,0,8,0,5,3,0,0,1
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Listening and understanding,31,0.8545,0.8800,0.0645,0.1290,31,1,13,0,17,1,12,0,1,17,14,10,4,3,0,0,13,1,17,1,2,23,0,1,2,1,1,0,6,25,14,16,0,1,0,11,9,3,5,1,2,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Offering alternative solutions,35,0.7974,0.8300,0.0571,0.2000,35,2,10,2,21,2,11,0,1,21,9,15,5,5,0,1,19,0,16,0,2,29,0,0,1,0,3,3,9,23,15,19,1,0,2,14,3,9,4,0,1,2
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Private discussion,39,0.6964,0.7800,0.0256,0.1538,39,1,14,3,21,1,7,0,3,28,10,19,8,2,0,0,19,4,16,0,3,33,0,0,0,0,3,4,13,22,19,20,0,0,1,15,6,12,4,1,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Providing evidence and facts,111,0.7811,0.8300,0.0811,0.2162,111,0,41,8,62,0,27,0,10,74,32,44,19,13,3,0,56,13,42,0,13,86,2,1,4,3,2,9,25,77,54,57,0,0,2,28,23,40,14,2,2,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Seeking common ground,16,0.8013,0.8350,0.0000,0.0625,16,0,1,2,13,0,4,0,0,12,3,6,4,2,1,0,4,4,8,0,0,13,0,0,1,0,2,0,7,9,12,4,0,0,0,8,1,3,2,0,2,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Seeking mediation,20,0.6925,0.7500,0.1000,0.1500,20,0,4,0,16,0,6,0,0,14,6,7,3,3,0,1,14,2,4,0,0,20,0,0,0,0,0,1,7,12,8,12,0,0,0,15,2,0,2,0,1,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Constructive Engagement,Using logical reasoning,36,0.8019,0.8500,0.1111,0.2778,36,0,11,2,23,0,9,0,0,27,14,11,8,3,0,0,17,4,15,0,5,29,0,0,0,1,1,0,8,28,15,21,0,0,1,9,8,8,7,1,1,1
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Formal Channels,Expressing disagreement through voting,11,0.4864,0.3600,0.1818,0.1818,11,0,4,1,6,0,2,0,0,9,0,5,1,5,0,0,3,1,7,0,2,4,1,0,0,1,3,1,4,6,2,9,0,0,0,2,0,6,3,0,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Formal Channels,Formal complaint or report,29,0.5652,0.6200,0.0690,0.1724,29,0,12,3,14,0,6,0,0,23,9,10,6,2,1,1,12,4,13,0,0,23,0,0,3,1,2,1,7,21,16,13,0,0,1,17,1,5,5,0,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Formal Channels,Legal action,13,0.5238,0.5600,0.0000,0.3077,13,1,0,3,9,1,5,0,0,7,2,7,1,3,0,0,4,2,7,1,0,11,0,0,0,0,1,3,2,8,7,6,0,0,0,5,3,4,1,0,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Indirect Expression,Expressing disagreement indirectly,23,0.7470,0.8000,0.0435,0.2609,23,1,12,1,9,1,10,0,1,11,7,7,6,2,1,0,12,2,9,2,3,18,0,0,0,0,0,1,4,18,15,8,0,0,1,8,4,6,4,0,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Indirect Expression,Expressing disagreement through humor,1,0.1400,0.1400,0.0000,0.0000,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Public Expression,Expressing disagreement through petitions,6,0.2550,0.2200,0.0000,0.0000,6,0,1,2,3,0,1,0,0,5,1,3,0,2,0,0,3,1,2,0,0,4,0,0,0,1,1,1,1,4,3,3,0,0,0,1,1,4,0,0,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Public Expression,Public protest,48,0.3098,0.2200,0.0208,0.0833,48,2,25,4,17,2,18,0,0,28,14,22,9,3,0,0,28,5,15,0,1,33,1,0,2,0,11,2,12,34,17,31,0,0,0,20,4,17,2,5,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Public Expression,Social media expression,32,0.3538,0.2750,0.0000,0.1250,32,2,14,3,13,2,14,0,1,15,15,13,4,0,0,0,16,3,13,1,2,17,0,0,4,1,7,3,8,21,20,12,0,0,0,7,2,18,2,2,1,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Respectful Communication,Acknowledging authority,27,0.8596,0.8800,0.0000,0.2222,27,1,5,1,20,1,5,0,2,19,10,13,0,2,2,0,14,1,12,0,3,21,0,0,0,1,2,1,4,22,17,10,0,0,1,11,5,5,2,1,1,1
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Respectful Communication,Avoiding personal attacks,21,0.8043,0.8500,0.0476,0.0952,21,1,10,2,8,1,8,0,3,9,4,11,3,2,1,0,12,1,8,0,0,16,0,0,1,1,3,0,5,16,11,9,1,0,0,6,5,9,1,0,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Respectful Communication,Expressing opinions calmly,56,0.8129,0.8700,0.2679,0.0536,56,2,21,3,30,2,22,0,0,32,19,23,8,4,2,0,30,5,21,0,9,41,0,1,1,1,3,6,12,38,33,21,2,0,4,19,11,17,3,1,1,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Respectful Communication,Maintaining humility,18,0.8050,0.8750,0.1111,0.1111,18,0,5,1,12,0,4,1,0,13,6,6,4,1,1,0,10,1,7,0,2,14,0,1,0,1,0,1,2,15,6,12,0,0,1,8,4,2,3,0,0,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Respectful Communication,Polite disagreement,212,0.8270,0.8650,0.1462,0.2264,212,1,78,20,113,1,63,1,11,136,63,87,38,18,5,1,118,20,74,3,7,176,3,2,9,6,6,16,46,150,124,88,0,0,5,70,39,54,39,2,3,0
5620eda0-082c-4917-a65f-67abf06aca5c,"When someone disagrees with an authority figure in your community, what is the appropriate way for them to express that disagreement?",Respectful Communication,Presenting arguments clearly,67,0.7860,0.8300,0.0746,0.2239,67,0,32,4,31,0,21,0,7,39,21,27,10,9,0,0,35,3,29,0,10,44,1,1,2,4,5,5,17,45,38,28,1,0,0,20,6,26,11,0,3,1
